,matchId,hour,day,month,release,playerPuuid,LastRoundAlive,playerEndingGame,EndGameTime,Ctype1,TierC1,Ctype2,TierC2,Ctype3,TierC3,Ctype4,TierC4,Ctype5,TierC5,Ctype6,TierC6,Ctype7,TierC7,Ctype8,TierC8
0,EUW1_4625856346,11,27,5,10.10,IE3IzSaufyVymjzNr8P4MRViZGR2TyIVRAXkKR7XIrdteU_adWkdOl-AkPsITzqhp2u3JlQC9vGP_Q,26,8,1363.951171875,Chrono,1,Mercenary,1,Set3_Sorcerer,2,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4625853494,10,27,5,10.10,A-vcozMEEWiR1AgdfOUv6j9ixMZgxkW6Z0-c4bU0ROh7u27c1MbPeso9DoQRorQm2r3WVfYoZCsSfQ,34,5,1901.486572265625,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-
0,EUW1_4625853494,10,27,5,10.10,BCtN0AzXJ7GsEh-RaTFkND_nse5l2V1f62PMBW4buZVnNeHgUuE0jv7dFAMCz-2HM2qm0mIQzSr3dg,33,7,1845.91552734375,Blaster,1,Mercenary,1,Rebel,2,Set3_Celestial,1,Set3_Mystic,1,Starship,1,-,-,-,-
0,EUW1_4625853494,10,27,5,10.10,FF2icBt0TOP9H3Iz-BPbdBWstGbMYchPLwOjj9b7E7gv1onsRNUiyry1h0giLS-VgeidO9efbawsdQ,33,6,1846.2098388671875,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-,-,-
0,EUW1_4625853494,10,27,5,10.10,LBR50Z7s2GAp1LJetyry9wiyR2A4mATkz1RZHbhJrG_cKyi-gZDTCcg5pckRl-fG3j-cPI7YkU6qFQ,40,1,2186.480224609375,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Brawler,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1
0,EUW1_4625853494,10,27,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,40,2,2186.480224609375,Chrono,1,DarkStar,1,Demolitionist,1,Mercenary,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-
0,EUW1_4625853494,10,27,5,10.10,P2ctDCUTIjA5FTd221EGiIcaQJy2Jtjm1uUutmgAruq3ui6Hbv3umG2rB8e9Z9j8EyTKzXgXf9q9sg,35,4,1964.3221435546875,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Celestial,1,Sniper,1,SpacePirate,2,Vanguard,1,-,-
0,EUW1_4625853494,10,27,5,10.10,d01oJUViSAhrjLPB8mJtjX0dahi0627gJvbBYtc5FPbmCStIRjaViXVu0mbELqs_D1kYP8cJQrVLJw,31,8,1745.26953125,Blaster,1,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Brawler,1,Valkyrie,1,-,-
0,EUW1_4625853494,10,27,5,10.10,NR8cMXmv6l8ptnsCiEDr7kj1ac2HhO2T3mIFRL7sI1sCrw1zagfbwoC__tMPl4AOAdDKoGNtSz5ENA,37,3,2045.785888671875,Chrono,1,ManaReaver,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,Vanguard,1,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,TItvWn_QnLNd61VzrXza_7gwfND7XDJF7ZhCaRMHRcJ7smWaG7KRe2Ter7IulbjeQcpRjGPFcdn_4w,33,5,1806.385498046875,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,1,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,A-vcozMEEWiR1AgdfOUv6j9ixMZgxkW6Z0-c4bU0ROh7u27c1MbPeso9DoQRorQm2r3WVfYoZCsSfQ,28,6,1560.563232421875,Infiltrator,2,MechPilot,1,Set3_Sorcerer,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,p6w_73D7hB_AYYLoSKT47t7VQxLutjgG7lbev9vn_77hAkI02ZhR5xvOz9aaGWTR7OjEU3xgCzgnzA,41,1,2226.774658203125,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Brawler,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1
0,EUW1_4625851837,10,27,5,10.10,3k2LApLPwEaWcZp5MB9RHKt7uXjyrqoP0CiqQhPwBflV46M-af4kUGjVqhEw4NDp8nq9rVMu4M_Ofg,40,3,2167.65869140625,Chrono,1,Infiltrator,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,Gd7oTkPITsTpOFkJrLqFyNcd7I26uUfLW9W9hE1fD9BMSavH_hBey12nuXjRZzdYnKzcfoAP25-YdQ,38,4,2070.80029296875,Chrono,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,P2ctDCUTIjA5FTd221EGiIcaQJy2Jtjm1uUutmgAruq3ui6Hbv3umG2rB8e9Z9j8EyTKzXgXf9q9sg,27,8,1501.060791015625,Demolitionist,1,Infiltrator,2,MechPilot,1,Mercenary,1,Valkyrie,1,-,-,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,Abvl2-_RTg5IejG4I7YP5PJZxcPonuUXl1CNyoEslmHH8RJkA4V4zRao5L8AaqFBNH1ktWx7fc3sAQ,41,2,2226.774658203125,Chrono,1,ManaReaver,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Set3_Mystic,1,-,-,-,-
0,EUW1_4625851837,10,27,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,27,7,1501.3551025390625,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Sniper,1,Vanguard,1,-,-,-,-
0,EUW1_4625830830,9,27,5,10.10,m2T7qn5-bJqd24d09i76pfuRzOnHxe0ZTR4RR7YzxHcCiikofdNVVOCC6i9B4Sm1iB5Kt821iDandA,30,7,1617.823974609375,Blaster,1,Chrono,1,Cybernetic,2,Infiltrator,1,ManaReaver,1,-,-,-,-,-,-
0,EUW1_4625830830,9,27,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,40,1,2109.25732421875,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Blademaster,1,Starship,1,Valkyrie,1,-,-
0,EUW1_4625830830,9,27,5,10.10,WIZBXvJRuZyMbg2GZRXAnKhRzcBa7UPDhP5lb43GVMCcV4oafPcEQ-WutLxjN5dMtU6eBJN3e47gwg,28,8,1519.920654296875,DarkStar,1,Set3_Celestial,2,Set3_Mystic,1,Sniper,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4625830830,9,27,5,10.10,C5u8AS1cRbJHuNPl3DJLqA1OechekH2tgafoPbnj34UP_X1Y8koWfgmnaBsmuGAsmm0BIW5XZTtR2g,33,5,1771.5587158203125,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,2,Set3_Mystic,1,-,-,-,-,-,-
0,EUW1_4625830830,9,27,5,10.10,1SVECPsllyOC8XjNGBzWJ_Kja06Olo3JYTWRIVoTKo4jFkwt0Ie5so4wecSPFMjKe9uXGIOR-09XgQ,40,2,2109.25732421875,Blaster,2,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,SpacePirate,1,-,-
0,EUW1_4625830830,9,27,5,10.10,OO-y0Nu9HzQ6bO_pLUPRp_ifQGC_pG34yEGRW0awnCQf8r2hP5TfzFEZm5lYgWTf3yuTKQAoonK6QQ,38,3,2016.5247802734375,Infiltrator,1,Set3_Brawler,1,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-,-,-
0,EUW1_4625830830,9,27,5,10.10,Iap1H6rwwTwL7Ryp1WS8W-T2PCWkXan1yvwpgPPDCXblDz1cCXJs7dDE_tHhWbEYHwhj-ysI_5dffw,34,4,1825.4700927734375,Chrono,1,Set3_Blademaster,1,Set3_Celestial,1,Sniper,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4625830830,9,27,5,10.10,8Honx_Qfksybx1VxSEtFNnF8bf6MlZ3LLkWN5uELvKs4mTVfUr_vQvbgBatEzj9XpyHIRsg_dmsIjg,33,6,1770.9681396484375,Chrono,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,A-vcozMEEWiR1AgdfOUv6j9ixMZgxkW6Z0-c4bU0ROh7u27c1MbPeso9DoQRorQm2r3WVfYoZCsSfQ,30,7,1622.3990478515625,Cybernetic,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,-,-,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,Iap1H6rwwTwL7Ryp1WS8W-T2PCWkXan1yvwpgPPDCXblDz1cCXJs7dDE_tHhWbEYHwhj-ysI_5dffw,34,4,1836.1478271484375,Blaster,1,Chrono,1,Mercenary,1,Set3_Brawler,2,-,-,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,XeNyv5FbvF1RiOoubsAPQEoYNOgDtD16hUaLA_YncgN-q5bUAwaG-62TQRu0B5uQDMzf1fRY04NzIw,27,8,1468.2535400390625,Blaster,1,Cybernetic,2,SpacePirate,1,Vanguard,1,-,-,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,OO-y0Nu9HzQ6bO_pLUPRp_ifQGC_pG34yEGRW0awnCQf8r2hP5TfzFEZm5lYgWTf3yuTKQAoonK6QQ,40,2,2123.8046875,Chrono,1,Mercenary,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,40,1,2123.8046875,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,XOPN00FIU5G3wcR6qBgot4rYrF5afHXX1FLiS4cYIEt_8KerMJK3UZcYOEk7gsaEqF_AnZMgW6TOTg,35,3,1891.4697265625,Demolitionist,1,Mercenary,1,Rebel,2,Set3_Brawler,1,-,-,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,d22Ptg35HMSIjsMiDoUFkTAZv2hkiuWHgmoD-bDr-sQTU76gec74NdhQebVH5uSwq--O1F_kPCOoqg,31,6,1684.5426025390625,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,-,-,-,-,-,-,-,-
0,EUW1_4625797970,8,27,5,10.10,oK6HoV4Hsg6gqs-LfT_K3cB7mF5xe2Q8ZQeUnCciDddb6ua3gc9mYP3gYpXyPcv1KxWYf8wNzNRocA,33,5,1783.763427734375,Blaster,1,Chrono,1,Cybernetic,1,Infiltrator,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Brawler,1
0,EUW1_4624295594,12,26,5,10.10,gWDOOw1xgwZirGrTMWadN3TZfrPZYSRhA3rImob0v49cds42k6s10ra4kTQdEVOk6jT-zhJaECky3g,26,8,1436.95947265625,Blaster,1,Chrono,1,Cybernetic,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Vanguard,1,-,-
0,EUW1_4624295594,12,26,5,10.10,l_sE7iuYajPqhO6ynhkoEhAedn5vTnZhPjby3awMpSCl_yAURl5AB1NOTz-kPz_EJgg20Nf7Ztk6HQ,33,5,1833.0303955078125,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Vanguard,1,-,-,-,-
0,EUW1_4624295594,12,26,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,30,7,1659.684326171875,Demolitionist,1,Infiltrator,1,Mercenary,1,Set3_Brawler,1,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-
0,EUW1_4624295594,12,26,5,10.10,80L4GP7SgUE6-fN1t5QYMJmiCULOYDOv05qoVWvPzTHlQTBus8uIkau4avROGO4ziw-IRqNgXkHKug,33,4,1840.9813232421875,Chrono,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Set3_Celestial,1,Sniper,1,SpacePirate,1,-,-
0,EUW1_4624295594,12,26,5,10.10,7LJvgvKNg-iKRgpMEQn5fRJBk4nFVmKz9Y-ga6UVSU1prW0H1ZHjzEf_ko6jo5AEmcoiiFll-4ZRZg,40,1,2175.32275390625,Blaster,2,Chrono,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Starship,1,-,-,-,-
0,EUW1_4624295594,12,26,5,10.10,Uo9gWqu2SwXx-dFm8yKKWuOaCqNDTBpYcu6dyITw7W8fK1f2wDFmrEn19QvCF7uG3hcjUNnZfcwsjA,40,2,2175.32275390625,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-
0,EUW1_4624295594,12,26,5,10.10,bqz739zLil36rOs5-k0jqMwDaaq9oJI7m7q8bFviBOyeunjpaRUdRthp2DhdYeTLXAXv-xfeZurF9Q,30,6,1663.5611572265625,Cybernetic,2,Infiltrator,1,Set3_Blademaster,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4624295594,12,26,5,10.10,iHBa8Hd40KloXVXZboqN08tfOL7QgdlOegNMcxqWDplK7Mk7XfQvrylN1YSM6tPOKZptLZELuGRA7w,35,3,1966.34765625,Chrono,1,ManaReaver,1,Set3_Brawler,1,Set3_Celestial,1,Set3_Mystic,1,Set3_Sorcerer,1,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,P5USuRZiy-MDbIJKq3JJ6pkM-hvWY41qZA2js8GJW0hD-zRw2GFp74Qy_788L2Yby5Z1olGumndSLg,41,1,2208.257080078125,Chrono,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,Vanguard,1,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,sn8GZq5775EczqpLA8jXfcIA3oevzD3inVypfbfsqlG7y6U_H5WdIWHbobI8sQ7xMk6W0M_1yJri8w,33,6,1811.924560546875,Chrono,1,Demolitionist,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,35,3,1932.174072265625,Chrono,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,YAAog1Qdgw3H5-bBedecWwtBC2j-cSfRAJwYtHqM2Pi7Gtsz4SZhPRy2gJtXT3QsKgxBrRA79-EbJw,31,7,1716.560546875,DarkStar,2,Set3_Celestial,1,Set3_Mystic,1,Set3_Sorcerer,1,Sniper,1,-,-,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,QxjVkHF4tJKDMqiwvMqQX-OdcOQUMA04ykJYXSKK_6ljI22IpzWvpVaoGJ7Hl-vAdIq6fiZGZTy7VQ,30,8,1660.5513916015625,Chrono,1,Infiltrator,1,Set3_Brawler,1,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,ipIdeD7AW8XoTLvEbOPXyQt71u7-6icBkiIXcWJe5oMYYBNOoYjisAwjoEfKgkRjyOSky6XaIvuZ6w,34,5,1871.534912109375,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,-,-,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,d01oJUViSAhrjLPB8mJtjX0dahi0627gJvbBYtc5FPbmCStIRjaViXVu0mbELqs_D1kYP8cJQrVLJw,34,4,1873.6455078125,Chrono,1,Infiltrator,1,Set3_Brawler,1,Set3_Celestial,1,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-
0,EUW1_4624262868,11,26,5,10.10,HPrdbXrsrAK9HwZagXsGVF-O_cwvs5QR-Dea674dgCGgc0NLmHcJjnGNCxrpbi_9pcR1E3Mezg6Tiw,41,2,2208.257080078125,Blaster,1,Cybernetic,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,1
0,EUW1_4624120207,10,26,5,10.10,HPrdbXrsrAK9HwZagXsGVF-O_cwvs5QR-Dea674dgCGgc0NLmHcJjnGNCxrpbi_9pcR1E3Mezg6Tiw,42,1,2351.80029296875,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,2,Set3_Mystic,1,-,-,-,-,-,-
0,EUW1_4624120207,10,26,5,10.10,ITQHyXhiZbjPBalaXjmtUcjggTPeYmp2qX_4b8yM5APoMjNB0L8uRSCY5f37EZ5Swt5ouYyGpK-clw,37,6,2080.34716796875,Demolitionist,1,Infiltrator,2,MechPilot,1,Set3_Sorcerer,1,-,-,-,-,-,-,-,-
0,EUW1_4624120207,10,26,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,42,2,2351.80029296875,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,Valkyrie,1
0,EUW1_4624120207,10,26,5,10.10,ipIdeD7AW8XoTLvEbOPXyQt71u7-6icBkiIXcWJe5oMYYBNOoYjisAwjoEfKgkRjyOSky6XaIvuZ6w,41,3,2297.14892578125,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Set3_Mystic,1,Sniper,1,StarGuardian,1,-,-
0,EUW1_4624120207,10,26,5,10.10,d01oJUViSAhrjLPB8mJtjX0dahi0627gJvbBYtc5FPbmCStIRjaViXVu0mbELqs_D1kYP8cJQrVLJw,37,5,2089.375244140625,Demolitionist,1,Infiltrator,2,MechPilot,1,Set3_Sorcerer,1,Valkyrie,1,-,-,-,-,-,-
0,EUW1_4624120207,10,26,5,10.10,80L4GP7SgUE6-fN1t5QYMJmiCULOYDOv05qoVWvPzTHlQTBus8uIkau4avROGO4ziw-IRqNgXkHKug,34,8,1914.690673828125,Mercenary,1,Set3_Sorcerer,4,StarGuardian,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4624120207,10,26,5,10.10,Abvl2-_RTg5IejG4I7YP5PJZxcPonuUXl1CNyoEslmHH8RJkA4V4zRao5L8AaqFBNH1ktWx7fc3sAQ,34,7,1916.4874267578125,Blaster,1,Chrono,1,Demolitionist,1,ManaReaver,1,Rebel,1,SpacePirate,1,Starship,1,Vanguard,1
0,EUW1_4624120207,10,26,5,10.10,P5USuRZiy-MDbIJKq3JJ6pkM-hvWY41qZA2js8GJW0hD-zRw2GFp74Qy_788L2Yby5Z1olGumndSLg,38,4,2146.422119140625,Infiltrator,3,MechPilot,1,Set3_Sorcerer,1,Valkyrie,1,-,-,-,-,-,-,-,-
0,EUW1_4624176492,10,26,5,10.10,P5USuRZiy-MDbIJKq3JJ6pkM-hvWY41qZA2js8GJW0hD-zRw2GFp74Qy_788L2Yby5Z1olGumndSLg,38,4,2076.44482421875,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,Vanguard,1,-,-
0,EUW1_4624176492,10,26,5,10.10,oK6HoV4Hsg6gqs-LfT_K3cB7mF5xe2Q8ZQeUnCciDddb6ua3gc9mYP3gYpXyPcv1KxWYf8wNzNRocA,40,3,2176.575439453125,Chrono,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4624176492,10,26,5,10.10,ipIdeD7AW8XoTLvEbOPXyQt71u7-6icBkiIXcWJe5oMYYBNOoYjisAwjoEfKgkRjyOSky6XaIvuZ6w,35,5,1928.7471923828125,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Mystic,1,Valkyrie,1,-,-,-,-
0,EUW1_4624176492,10,26,5,10.10,jpkpDNMg26dRBiy9W9XqnmUznQUJTv1BDDdzGZCzvorgbxSwzssydxaoxX5BPWU-TVjnDzmibfStwQ,33,6,1817.1390380859375,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,Vanguard,1,-,-,-,-
0,EUW1_4624176492,10,26,5,10.10,Abvl2-_RTg5IejG4I7YP5PJZxcPonuUXl1CNyoEslmHH8RJkA4V4zRao5L8AaqFBNH1ktWx7fc3sAQ,41,1,2234.820068359375,Blaster,1,Chrono,1,Demolitionist,1,ManaReaver,1,Mercenary,1,Rebel,1,SpacePirate,2,Starship,1
0,EUW1_4624176492,10,26,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,41,2,2234.820068359375,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,-,-,-,-
0,EUW1_4624176492,10,26,5,10.10,GSHz6Q0iKzxVrT4miU-m5YLtM5FOnPAikmpsN7qdq5w-UR_20v7meiIngC5zjaU_56taQ6v6EBNIHQ,33,7,1813.0179443359375,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-
0,EUW1_4624176492,10,26,5,10.10,6YH2muNCP1_dCuQooJmkRpGKm5JvNVHT0GhtsxP4gyq623ewrkFx0S_gFvGDVPYcKLDWMtFeEgaOCw,28,8,1552.2503662109375,Blaster,2,Chrono,1,Mercenary,1,Set3_Brawler,2,-,-,-,-,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,A-vcozMEEWiR1AgdfOUv6j9ixMZgxkW6Z0-c4bU0ROh7u27c1MbPeso9DoQRorQm2r3WVfYoZCsSfQ,33,7,1771.8740234375,Blaster,1,Chrono,1,Demolitionist,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,ipIdeD7AW8XoTLvEbOPXyQt71u7-6icBkiIXcWJe5oMYYBNOoYjisAwjoEfKgkRjyOSky6XaIvuZ6w,38,1,2041.87890625,Chrono,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,Sniper,1,-,-,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,oK6HoV4Hsg6gqs-LfT_K3cB7mF5xe2Q8ZQeUnCciDddb6ua3gc9mYP3gYpXyPcv1KxWYf8wNzNRocA,37,3,1976.068359375,Infiltrator,2,MechPilot,1,Valkyrie,1,-,-,-,-,-,-,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,y4OuauM_trdFU6uuOVtlYb8fGzwcuexQ0r5qqrKOzfympabVXuM78YRLXiu2qhI0NpCHb3tZYl7dIg,33,6,1772.8076171875,Chrono,1,ManaReaver,1,Mercenary,1,Set3_Blademaster,1,Set3_Celestial,1,Valkyrie,1,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,pgfX6VvO5V3m-RncQrRtsYeuML4cn_wUSmnlZC-ch0BAZ7Ih5DyiVXuJgvpsuiOMWnhP4O39Dsb_8A,38,2,2041.87890625,Chrono,1,Mercenary,1,Set3_Sorcerer,3,SpacePirate,1,StarGuardian,1,Vanguard,1,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,35,5,1895.5418701171875,Chrono,1,ManaReaver,1,Set3_Celestial,1,Set3_Mystic,1,Sniper,1,Vanguard,1,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,jKuvS1afdcRu1V0hNHkchnf5TnPeBHbHc5_DNVckZNT-nlb5t4iNkNZUNUNCd9T2Cf7BDWkP1R1_vQ,35,4,1897.4576416015625,DarkStar,2,Set3_Celestial,1,Set3_Sorcerer,1,Sniper,1,-,-,-,-,-,-,-,-
0,EUW1_4624145164,9,26,5,10.10,eIedfLke5gQJl7pEbAIjYiba1l1rysWoU-B4kAiDo6uW2QG710oev_cSkXixOuCo5AvbGAWhjK9uRw,31,8,1676.56884765625,Blaster,1,Chrono,2,Cybernetic,1,Set3_Blademaster,1,Set3_Brawler,1,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,KVWg5bPrcq8g9w1AMklWFnJRJPMY2r5Jfgjf0PXkcSlC8mADr9UaiorR00ZpnbyI30ILMCSYvSRllQ,27,8,1455.4381103515625,Blaster,1,Mercenary,1,Rebel,1,Set3_Brawler,2,Starship,1,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,yO2wvoQeBtbwe077w3FZJOUxCmBUgX5MHHnsO01ZtKsvtXFALjxRCW67nsLRUNO0SaGiHLr22uIiwg,38,1,2029.7418212890625,Chrono,1,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,1,Set3_Mystic,1,Valkyrie,1,Vanguard,1,-,-
0,EUW1_4624094838,8,26,5,10.10,jKuvS1afdcRu1V0hNHkchnf5TnPeBHbHc5_DNVckZNT-nlb5t4iNkNZUNUNCd9T2Cf7BDWkP1R1_vQ,37,3,1978.461669921875,Chrono,1,ManaReaver,1,Protector,1,Set3_Blademaster,1,Set3_Celestial,2,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,kl6QkHPwmoeRy6BU-f7O5rok1uX6ecHe9BIcHS60MwyjvnCG7IA1LuoIkovyWrsqJNC_6OcWW5uCBw,31,7,1668.2947998046875,Blaster,2,Chrono,1,Mercenary,1,Rebel,1,Set3_Brawler,2,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,y4OuauM_trdFU6uuOVtlYb8fGzwcuexQ0r5qqrKOzfympabVXuM78YRLXiu2qhI0NpCHb3tZYl7dIg,34,6,1826.26171875,Blaster,1,Demolitionist,1,Mercenary,1,Rebel,2,Starship,1,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,A-vcozMEEWiR1AgdfOUv6j9ixMZgxkW6Z0-c4bU0ROh7u27c1MbPeso9DoQRorQm2r3WVfYoZCsSfQ,37,4,1969.67578125,Cybernetic,2,ManaReaver,1,Set3_Blademaster,1,Set3_Celestial,2,-,-,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,kDYQEYUEgSU2ZUKQY32t2_cFMki75l7uqfuDQLm9S2seMwPXqpsWWxlblZGrvcvLT6fdmtScOOsTpw,38,2,2029.7418212890625,Chrono,1,Infiltrator,1,Set3_Brawler,2,Set3_Sorcerer,1,Set3_Void,1,-,-,-,-,-,-
0,EUW1_4624094838,8,26,5,10.10,eIedfLke5gQJl7pEbAIjYiba1l1rysWoU-B4kAiDo6uW2QG710oev_cSkXixOuCo5AvbGAWhjK9uRw,35,5,1887.2332763671875,Chrono,1,Mercenary,1,Set3_Sorcerer,3,StarGuardian,1,Vanguard,1,-,-,-,-,-,-
